id,type,amount,category_id,category_label,subcategory_id,subcategory_label,description,date,installments,recurrence,installment_group_id,installment_index,installment_total,recurrence_group_id,recurrence_index,recurrence_total,is_deleted,created_date
txn-20260425-0258,expense,75,14,מתנות,,,,2026-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0259,expense,1000,9,החזר הלוואה,,,,2026-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0260,income,17349,15,שכר,,,,2024-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0261,income,550,12,תמיכה כלכלית,,,,2024-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0262,income,17351,15,שכר,,,,2024-10-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0263,income,550,12,תמיכה כלכלית,,,,2024-10-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0264,income,17349,15,שכר,,,,2024-11-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0265,income,550,12,תמיכה כלכלית,,,,2024-11-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0266,income,17350,15,שכר,,,,2024-12-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0267,income,550,12,תמיכה כלכלית,,,,2024-12-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0268,income,12175,15,שכר,,,,2025-01-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0269,income,14155,15,שכר,,,,2025-02-28,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0270,income,12681,15,שכר,,,,2025-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0271,income,1000,12,תמיכה כלכלית,,,עזרה בטיפול שיניים מאמא,2025-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0272,income,12633,15,שכר,,,,2025-04-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0273,income,9019,13,החזר,17,מס,החזר מס על 2022 ו-2023. על 2024 לא הגיע לי.,2025-04-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0274,income,12669,15,שכר,,,,2025-05-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0275,income,12669,15,שכר,,,,2025-06-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0276,income,4500,12,תמיכה כלכלית,,,אמא,2025-06-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0277,income,497,13,החזר,16,כללי,"החזר מעינת על השכ""ד בעקבות קיצור החוזה:
994/2 = 497",2025-06-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0278,income,11703,15,שכר,,,"עשו לי טעות בחישוב של השכר בעקבות ""שעות היעדרות"" שהמערכת זיהתה בעקבות זה שהדנ""א לא עודכן ל60% משרה.
בחודש אוגוסט אני אמור לקבל זיכוי מלא.",2025-07-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0279,income,1200,12,תמיכה כלכלית,,,,2025-07-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0280,income,13635,15,שכר,,,,2025-08-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0281,income,1250,13,החזר,16,כללי,"1250 - איכשהו, מענק מילואים",2025-08-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0282,income,500,12,תמיכה כלכלית,,,,2025-08-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0283,income,12669,15,שכר,,,,2025-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0284,income,200,14,מתנות,,,ראש השנה,2025-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0285,income,1650,14,מתנות,,,"אבא אמר לי לשמור את הכסף שאני מקבל מההורים של חנה בתמורה לשואב אבק שההורים קנו לי, וההורים שלה אכן הביאו לי את הכסף ואני שמרתי אותו",2025-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0286,income,500,12,תמיכה כלכלית,,,,2025-09-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0287,income,15071,15,שכר,,,"קיבלתי 4.2K לברוטו כ""תוספת מאמץ""",2025-10-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0288,income,500,12,תמיכה כלכלית,,,,2025-10-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0289,income,12669,15,שכר,,,,2025-11-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0290,income,500,12,תמיכה כלכלית,,,,2025-11-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0291,income,12669,15,שכר,,,,2025-12-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0292,income,500,12,תמיכה כלכלית,,,,2025-12-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0293,income,13855,15,שכר,,,,2026-01-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0294,income,1000,12,תמיכה כלכלית,,,אמא,2026-01-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0295,income,500,12,תמיכה כלכלית,,,,2026-01-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0296,income,13504,15,שכר,,,,2026-02-28,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0297,income,500,12,תמיכה כלכלית,,,,2026-02-28,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0298,income,13504,15,שכר,,,,2026-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0299,income,500,12,תמיכה כלכלית,,,,2026-03-31,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0300,income,500,14,מתנות,,,פסח,2026-04-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0301,income,630,12,תמיכה כלכלית,,,לטובת הספרים שקניתי,2026-04-30,1,one-time,,,,,,,FALSE,2026-04-25
txn-20260425-0302,income,500,12,תמיכה כלכלית,,,,2026-04-30,1,one-time,,,,,,,FALSE,2026-04-25
